MEDIA TREND REPORT,,,Geography :,Geography :,Worldwide,Worldwide,Worldwide,Worldwide,Worldwide,,,,,,,
,,,Location :,Location :,All Locations,All Locations,All Locations,All Locations,All Locations,,,,,,,
,,,Time Period :,Time Period :,May 2008 - July 2009,May 2008 - July 2009,May 2008 - July 2009,May 2008 - July 2009,May 2008 - July 2009,,,,,,,
,,,Target :,Target :,Total Audience,Total Audience,Total Audience,Total Audience,Total Audience,,"¸2009 comScore, Inc","¸2009 comScore, Inc","¸2009 comScore, Inc",,,
,,,Media :,Media :,"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...",,,,,,,
,,,Measures :,Measures :,Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),,,,,,,
,,,Date :,Date :,8/25/2009,8/25/2009,8/25/2009,8/25/2009,8/25/2009,,,,,,,
,,,,,,,,,,,,,,,,
Items 1 to 1000,Items 1 to 1000,Items 1 to 1000, May-2008, Jun-2008, Jul-2008, Aug-2008, Sep-2008, Oct-2008, Nov-2008, Dec-2008, Jan-2009, Feb-2009, Mar-2009, Apr-2009, May-2009, Jun-2009
,,Total Internet : Total Audience ,"853,119","860,514","949,583","960,198","971,945","984,396","996,304","1,007,730","1,020,582","1,078,911","1,092,598","1,108,031","1,122,331","1,135,656"
1,[P],Google Sites,"643,809","649,096","722,454","742,390","748,539","753,081","758,588","775,980","771,553","816,983","830,663","845,623","840,410","844,245"
2,[P],Microsoft Sites,"572,016","572,292","636,377","645,223","646,072","639,829","638,570","646,915","632,548","675,272","692,479","690,986","682,205","691,362"
3,[P],Yahoo! Sites,"514,831","507,559","542,174","552,203","555,269","557,687","554,145","562,571","558,114","578,479","594,149","590,301","570,250","581,337"
4,[P],FACEBOOK.COM,"123,851","132,105","144,845","153,945","161,122","181,772","200,189","221,791","236,292","275,642","294,675","307,101","316,000","340,011"
5,[P],Wikimedia Foundation Sites,"263,120","251,502","244,326","248,539","272,109","277,208","280,969","272,998","289,811","300,751","327,148","320,043","317,255","302,940"
6,[P],AOL LLC,"252,394","256,679","271,020","268,065","264,196","267,783","268,312","273,020","271,016","276,793","285,517","290,751","286,826","279,556"
7,[P],eBay,"247,791","238,400","236,762","233,263","228,805","233,044","233,173","240,947","231,552","234,560","250,156","246,147","238,148","233,483"
8,[P],CBS Interactive,"39,565","35,979","171,234","172,895","174,198","174,183","171,724","178,844","180,319","185,642","202,560","192,200","185,351","185,679"
9,[P],Amazon Sites,"159,281","155,108","159,813","156,750","156,720","159,807","169,903","187,354","188,202","183,003","194,928","192,441","188,602","185,035"
10,[P],Ask Network,"127,769","124,603","142,242","138,045","144,689","153,488","160,489","164,513","164,191","164,566","172,552","169,916","171,613","173,766"
11,[P],Apple Inc.,"140,380","134,621","140,009","142,011","143,583","145,753","147,928","161,500","157,639","158,272","170,395","167,912","166,754","173,022"
12,[P],Fox Interactive Media,"169,301","165,143","174,447","167,956","165,265","169,075","168,475","172,841","173,366","175,276","183,137","179,563","177,340","169,831"
13,[P],TENCENT Inc.,"77,885","84,330","133,198","139,113","147,993","155,708","157,213","158,617","156,047","155,603","154,583","154,478","148,169","152,192"
14,[P],Baidu.com Inc.,"80,201","83,330","130,172","137,394","143,754","149,514","148,748","152,447","147,419","147,589","147,281","147,447","152,087","148,322"
15,[P],Adobe Sites,"107,361","107,304","111,352","110,116","123,383","127,977","124,740","123,623","127,543","127,087","140,950","134,270","132,617","145,847"
16,[P],WordPress,"96,394","98,117","103,404","103,296","110,745","112,764","115,123","117,155","120,192","126,168","144,111","143,042","145,981","137,299"
17,[P],The Mozilla Organization,"53,886","51,614","103,966","83,853","100,244","77,620","102,559","114,338","82,643","128,380","153,830","152,229","113,431","137,198"
18,[P],Glam Media,"77,391","76,942","80,839","75,252","88,296","97,589","95,166","110,577","103,134","102,198","108,824","110,811","117,663","110,408"
19,[P],Viacom Digital,"86,546","87,316","84,826","88,240","87,199","89,793","88,478","90,099","92,194","91,484","97,221","97,238","97,019","100,556"
20,[P],SINA Corporation,"60,991","61,467","98,317","115,004","109,481","110,931","110,509","112,375","109,487","111,460","111,761","111,114","98,596","100,274"
21,[P],Alibaba.com Corporation,"50,201","51,183","73,214","86,085","95,230","85,931","91,244","94,532","82,441","85,617","89,725","84,349","82,439","91,979"
22,[P],NetShelter Technology Media,"29,761","28,418","30,715","34,285","45,389","49,572","58,427","74,173","77,884","83,103","90,673","90,224","90,564","86,665"
23,[P],Turner Network,N/A,"71,981","66,658","74,478","71,678","72,197","76,461","73,052","85,785","77,830","78,052","79,488","79,520","81,476"
24,[P],New York Times Digital,"77,172","69,736","70,616","69,429","73,220","74,104","74,082","73,467","85,820","83,901","87,705","85,779","84,111","80,054"
