Multi-Country Media Trend,,Geography :,Geography :,"Worldwide, Middle East - Africa, Asia Pacific, Europe, Latin America, North America, China, India, United States","Worldwide, Middle East - Africa, Asia Pacific, Europe, Latin America, North America, China, India, United States","Worldwide, Middle East - Africa, Asia Pacific, Europe, Latin America, North America, China, India, United States","Worldwide, Middle East - Africa, Asia Pacific, Europe, Latin America, North America, China, India, United States","Worldwide, Middle East - Africa, Asia Pacific, Europe, Latin America, North America, China, India, United States",,,,,,,,
Wikimedia Foundation Sites,,Location :,Location :,Home and Work,Home and Work,Home and Work,Home and Work,Home and Work,,,,,,,,
,,Time Period :,Time Period :,May 2010 - July 2011,May 2010 - July 2011,May 2010 - July 2011,May 2010 - July 2011,May 2010 - July 2011,,,,,,,,
,,Target :,Target :,Persons 15+,Persons 15+,Persons 15+,Persons 15+,Persons 15+,,,"©2011 comScore, Inc","©2011 comScore, Inc","©2011 comScore, Inc",,,
,,Media :,Media :,Wikimedia Foundation Sites,Wikimedia Foundation Sites,Wikimedia Foundation Sites,Wikimedia Foundation Sites,Wikimedia Foundation Sites,,,,,,,,
,,Measures :,Measures :,Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),,,,,,,,
,,Date :,Date :,8/19/2011,8/19/2011,8/19/2011,8/19/2011,8/19/2011,,,,,,,,
,,,,,,,,,,,,,,,,
Location,Location,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites,[P] Wikimedia Foundation Sites
Location,Location,May-2010,Jun-2010,Jul-2010,Aug-2010,Sep-2010,Oct-2010,Nov-2010,Dec-2010,Jan-2011,Feb-2011,Mar-2011,Apr-2011,May-2011,Jun-2011,Jul-2011
1,    United States,"73,410","68,069","68,242","69,441","73,411","74,956","72,880","74,607","74,870","67,677","69,084","65,710","69,353","68,320","71,855"
2,    World-Wide,"388,932","379,112","360,225","373,392","398,178","408,350","410,816","395,472","413,957","379,415","400,011","380,716","411,061","399,362","393,543"
3,    China,"2,700","2,613","2,536","2,829","3,181","3,156","3,108","3,372","3,048","2,664","2,854","2,866","3,492","3,960","4,814"
4,    India,"11,675","12,373","12,828","13,187","13,433","13,674","13,614","14,004","15,067","12,960","13,011","12,801","13,701","14,163","14,979"
5,    Middle East - Africa,"26,399","23,611","22,991","26,220","28,749","33,049","30,711","30,852","32,113","29,722","32,599","30,272","33,908","30,985","29,882"
6,    Asia Pacific,"80,502","80,269","80,260","83,015","83,119","83,406","82,736","80,958","85,593","77,468","80,997","77,891","84,666","86,539","90,378"
7,    Europe,"150,313","151,013","138,975","140,560","155,438","159,384","165,020","157,837","168,571","150,775","156,913","149,211","161,311","153,883","146,724"
8,    Latin America,"45,790","43,826","38,111","42,303","45,265","45,152","46,617","38,738","39,446","41,411","47,583","45,108","49,095","47,203","42,700"
9,    North America,"85,929","80,393","79,888","81,295","85,606","87,359","85,732","87,087","88,233","80,038","81,918","78,234","82,081","80,753","83,859"
,,,,,,,,,,,,,,,,
,Media Metrix 2.0 Legend,Media Metrix 2.0 Legend,Media Metrix 2.0 Legend,Media Metrix 2.0 Legend,Media Metrix 2.0 Legend,Media Metrix 2.0 Legend,Media Metrix 2.0 Legend,Media Metrix 2.0 Legend,,,,,,,,
,[P]         Property,[P]         Property,[P]         Property,[P]         Property,[P]         Property,[P]         Property,[P]         Property,[P]         Property,,,,,,,,
,[M]         Media Title,[M]         Media Title,[M]         Media Title,[M]         Media Title,[M]         Media Title,[M]         Media Title,[M]         Media Title,[M]         Media Title,,,,,,,,
,[C]         Channel,[C]         Channel,[C]         Channel,[C]         Channel,[C]         Channel,[C]         Channel,[C]         Channel,[C]         Channel,,,,,,,,
,[S]         Subchannel,[S]         Subchannel,[S]         Subchannel,[S]         Subchannel,[S]         Subchannel,[S]         Subchannel,[S]         Subchannel,[S]         Subchannel,,,,,,,,
,[G]         Group,[G]         Group,[G]         Group,[G]         Group,[G]         Group,[G]         Group,[G]         Group,[G]         Group,,,,,,,,
,[SG]         Subgroup,[SG]         Subgroup,[SG]         Subgroup,[SG]         Subgroup,[SG]         Subgroup,[SG]         Subgroup,[SG]         Subgroup,[SG]         Subgroup,,,,,,,,
