"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: January 2012 - March 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 4/15/2013","","","","","",""

"","","","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013"
"340","[P]","    Nintendo Co.","11,050","11,306","11,855","11,501","10,009","11,720","11,673","11,326","9,588","9,981","13,075","13,152","10,224","8,498","11,258"
"341","[P](U)","    Postmedia Network","13,782","12,921","13,252","12,424","12,353","13,081","11,618","11,780","11,252","14,574","11,892","11,385","11,818","10,792","11,225"
"342","[P]","    DUOTE.COM","9,140","11,662","12,140","9,982","8,323","8,974","11,504","10,607","10,702","11,416","12,791","12,346","11,666","8,540","11,225"
"343","[P]","    Kohls Corporation","9,177","9,440","9,901","9,526","9,372","9,169","10,376","11,517","11,690","11,190","17,202","16,027","10,321","9,221","11,148"
"344","[P](u)","    Source Interlink Companies","11,303","11,248","11,795","11,699","11,593","10,369","10,214","10,896","10,434","12,951","12,783","12,246","13,739","10,266","11,129"
"345","[P]","    Staples.com Sites","11,010","9,908","9,187","8,705","9,422","9,041","10,861","12,336","10,988","10,844","13,129","13,390","12,933","11,028","11,113"
"346","[P]","    FILEHIPPO.COM","10,900","9,974","10,530","9,489","11,362","10,522","11,109","10,956","10,396","10,111","10,306","10,383","10,979","9,955","11,107"
"347","[P]","    InnoGames GmbH","8,573","8,869","8,048","7,536","6,957","7,011","9,186","9,640","11,011","10,210","9,009","8,491","9,105","10,106","11,102"
"348","[P]","    Hyundai Kia Automotive Group","11,446","10,663","11,301","10,583","10,666","9,655","9,085","8,081","9,797","8,697","9,681","10,942","8,076","8,715","11,044"
"349","[P]","    SkyCN","14,002","13,722","15,368","12,620","10,586","10,163","11,933","10,920","10,604","11,061","11,574","9,858","9,886","8,088","11,007"
"350","[P]","    Rising Corp. Limited","6,017","4,814","5,301","5,430","4,429","3,810","4,808","5,505","5,826","5,416","6,738","13,692","15,340","10,784","10,952"
"351","[P]","    Sprint Nextel Corporation","12,060","11,673","13,140","9,836","11,138","14,670","10,888","10,671","11,643","10,371","15,897","11,464","9,837","9,283","10,929"
"352","[P]","    Groupe SNCF","11,094","10,928","11,580","10,993","10,889","11,261","12,223","10,810","10,821","10,691","10,260","10,046","11,002","12,527","10,926"
"353","[P]","    Nestle","8,225","8,405","8,519","9,211","10,307","10,298","10,425","9,861","9,842","10,111","11,172","12,305","9,877","8,915","10,913"
"354","[P]","    SNDA Sites","12,740","15,138","18,847","20,786","16,667","12,264","17,547","20,217","17,973","13,005","13,823","15,024","12,991","9,772","10,877"
"355","[P]","    Yomiuri Group","8,864","7,934","8,239","8,124","8,980","8,964","9,318","9,392","12,911","12,235","11,593","12,161","12,263","10,349","10,848"
"356","[P]","    HomeAway","8,875","8,056","9,092","9,518","10,703","11,043","12,067","11,296","8,588","8,035","7,241","7,217","10,736","9,749","10,765"
"357","[P]","    La Poste","12,311","10,618","10,872","10,824","11,772","11,912","11,899","11,337","11,464","11,537","11,357","12,051","11,536","10,147","10,650"
"358","[P]","    Tesco Stores","8,465","7,756","8,098","9,015","9,679","9,117","9,037","9,853","9,414","10,225","11,446","12,932","10,742","9,432","10,631"
"359","[P]","    Lloyds Banking Group plc","10,051","9,668","10,000","10,213","10,050","10,006","10,370","9,383","10,484","10,987","10,711","11,156","11,168","10,327","10,630"
"360","[P]","    LG Group","15,180","12,392","12,137","12,117","12,975","12,544","12,936","12,239","12,465","12,306","13,659","13,972","12,491","8,603","10,609"
"361","[P]","    France Televisions Interactive","9,851","10,698","9,595","10,664","10,602","10,292","9,981","8,848","7,568","8,209","8,133","7,599","8,608","8,049","10,607"
"362","[P]","    MIXI, Inc.","14,495","13,949","14,486","13,815","13,865","13,435","12,961","12,619","12,081","11,285","11,246","11,183","10,653","9,780","10,576"
"363","[P]","    2SHARED.COM","7,450","7,451","8,034","9,494","10,462","9,630","9,642","8,732","8,785","8,850","9,089","9,512","10,399","9,665","10,538"
"364","[P]","    Deutsche Post AG Sites","12,493","11,210","11,724","10,931","11,535","11,667","12,059","11,223","12,119","13,480","13,799","12,240","11,440","9,252","10,536"
"365","[P]","    Canon Inc.","10,564","10,090","11,531","12,871","11,442","13,096","11,688","12,190","13,132","13,412","15,385","17,498","11,742","9,070","10,515"
"366","[P]","    CRI Online Sites","7,827","8,167","9,505","7,810","8,986","8,051","9,409","9,357","9,618","8,372","7,570","7,761","7,592","6,195","10,501"
"367","[P](u)","    Naukri","8,898","8,754","9,431","9,822","11,118","11,700","11,752","11,413","10,912","11,211","9,947","10,404","10,974","10,353","10,497"
"368","[P]","    Groupe Amaury","12,841","11,273","11,419","11,470","12,751","12,341","11,173","11,277","10,557","10,665","10,132","9,960","11,700","10,066","10,384"
"369","[P]","    Department of Commerce","10,019","10,018","10,295","10,060","9,510","9,971","10,018","12,815","10,176","15,036","10,343","9,952","10,194","10,367","10,326"
"370","[P]","    DEEZER.COM","8,964","8,434","8,561","8,614","9,152","8,943","8,887","8,240","8,165","8,592","8,927","9,675","8,604","9,270","10,296"
"371","[P]","    Home Retail Group","10,104","8,515","8,858","8,913","9,432","9,279","9,962","10,545","9,444","10,323","11,716","13,793","10,828","8,808","10,274"
"372","[P]","    Sparkassen-Finanzgruppe","9,018","8,546","9,132","9,097","9,344","9,398","9,839","9,571","9,840","10,590","10,688","10,571","10,079","9,988","10,259"
"373","[P]","    Virgin Group","13,431","12,175","13,002","11,304","8,637","9,508","9,075","9,272","9,455","9,133","9,310","9,173","10,154","9,505","10,223"
"374","[P]","    HC International Inc.","9,815","9,978","11,146","8,300","8,121","7,473","9,657","10,348","8,982","9,167","9,670","9,386","8,916","6,402","10,219"
"375","[P]","    Carrefour Group","11,726","10,350","12,559","11,413","11,839","11,205","12,184","12,098","13,271","13,462","13,409","13,570","10,264","9,077","10,207"
"376","[P]","    Gap, Inc.","9,135","9,403","10,060","9,305","10,328","10,164","10,358","10,953","10,540","10,966","13,989","13,212","9,464","8,336","10,197"
"377","[P]","    Grupo Carso","10,092","9,988","10,801","10,051","11,963","12,110","11,982","12,092","11,153","11,008","10,745","10,478","9,372","9,993","10,124"
"378","[P]","    TUI Group","13,165","10,192","10,238","10,569","10,845","11,105","13,155","10,497","9,053","8,424","7,446","7,405","12,269","9,660","10,090"
"379","[P]","    Telecom Italia","16,952","16,849","17,334","16,872","16,646","16,184","15,746","15,268","15,617","15,878","15,847","15,764","15,911","20,879","10,031"
"380","[P]","    BAIXING.COM","7,541","12,368","13,559","11,728","11,770","11,979","14,378","12,656","12,116","12,730","12,490","10,710","8,918","7,510","10,025"
"381","[P](u)","    Batanga","8,794","8,244","8,387","8,224","8,812","5,671","8,751","10,572","10,858","12,894","12,583","13,008","10,958","8,970","10,015"
"382","[P]","    Fairfax Media","10,498","10,185","10,655","10,306","10,959","10,390","10,346","11,307","10,764","10,174","10,324","9,907","11,000","9,566","9,986"
"383","[P]","    Globe7","13,910","13,500","15,101","15,610","14,342","14,035","12,315","13,845","10,600","9,632","9,045","11,058","12,252","7,967","9,960"
"384","[P](U)","    E.W. Scripps","8,653","8,591","9,141","8,756","9,995","10,113","9,864","10,289","9,949","11,032","11,513","9,332","10,162","9,936","9,931"
"385","[P]","    Le Monde Sites","10,966","8,753","10,231","9,316","11,320","10,597","8,720","8,542","8,855","9,557","9,296","9,131","9,706","9,444","9,919"
"386","[P]","    KIEV.UA*","8,942","9,064","9,789","9,207","9,191","8,705","7,991","8,444","8,425","9,230","9,503","9,786","9,829","9,094","9,861"
"387","[P]","    GYYX.CN","2,289","856","10,764","3,641","504","509","2,549","6,193","2,504","1,619","4,771","2,758","1,915","2,323","9,856"
"388","[P](u)","    XE.COM","9,111","8,485","8,528","7,732","9,113","11,590","11,397","11,172","10,507","10,892","10,585","9,468","10,480","9,661","9,847"
"389","[P]","    Zazzle","9,831","10,523","10,407","10,335","11,271","10,301","11,040","10,894","11,138","11,134","12,022","14,350","11,360","9,073","9,801"
"390","[P]","    Berkshire Hathaway Inc.","9,501","8,605","8,272","8,291","8,494","8,118","9,166","8,640","8,834","8,893","8,566","9,267","9,684","8,577","9,789"
"391","[P]","    NK.PL","17,209","16,268","15,431","12,810","12,691","12,029","12,051","11,825","11,595","11,232","10,909","10,991","10,676","9,792","9,781"
"392","[P]","    Yellow Pages Group","9,466","9,014","9,524","9,646","10,129","9,704","10,022","10,382","9,754","9,967","9,817","9,793","9,675","8,745","9,773"
"393","[P](U)","    CollegeHumor Media","8,270","8,687","10,377","9,973","10,925","9,519","10,627","8,891","7,450","9,179","9,610","11,204","10,179","9,081","9,756"
"394","[P]","    Toysrus Sites","10,573","9,049","9,720","9,383","9,081","9,158","10,031","10,789","11,572","13,454","20,649","22,724","9,935","7,975","9,746"
"395","[P](u)","    Bauer Consumer Media","7,626","7,121","7,117","7,171","8,162","7,406","6,971","6,889","9,044","9,267","9,748","9,910","9,580","7,831","9,730"
"396","[P]","    Impress Group","12,097","11,091","12,144","10,752","12,189","11,080","11,099","10,592","11,991","11,197","11,261","10,742","10,515","8,955","9,699"
"397","[P]","    Roularta Media Group","9,913","8,921","10,057","9,833","11,430","11,725","9,244","8,281","9,639","10,371","9,995","8,759","9,465","9,221","9,634"
"398","[P]","    freenet AG","13,507","12,503","12,156","11,226","11,348","10,385","10,330","11,028","9,961","10,398","10,137","9,734","9,645","8,754","9,591"
"399","[P]","    Big Fish Games Sites","11,937","11,206","12,007","10,897","10,528","11,515","11,851","10,292","9,130","8,727","8,514","8,819","9,301","8,455","9,589"
"400","[P]","    Costco Wholesale Corporation","8,562","8,154","8,002","8,229","8,461","8,625","8,557","9,473","9,309","9,484","11,537","12,104","9,193","7,942","9,573"
"401","[P]","    1616.NET","6,591","6,313","6,239","3,653","3,145","3,177","2,190","1,973","1,678","1,740","2,134","2,033","1,762","1,186","9,570"
"402","[P]","    QIDIAN.COM","10,844","11,158","10,579","9,459","10,338","8,888","10,157","11,728","9,436","10,237","10,197","10,385","10,393","8,204","9,511"
"403","[P]","    Internet Initiative Japan","10,553","9,887","10,524","10,082","10,624","11,088","11,279","11,215","11,853","11,223","11,668","10,822","10,756","8,918","9,506"
"404","[P]","    Groupe Spir Communication","10,214","9,715","10,388","9,810","10,126","8,868","9,414","8,896","9,879","9,730","9,133","8,232","9,188","9,034","9,443"
"405","[P]","    Domino's Pizza, Inc.","8,820","8,951","8,308","8,215","8,359","9,125","8,518","7,941","8,620","8,167","8,011","9,898","9,125","7,598","9,439"
"406","[P]","    Barnes & Noble","13,129","10,892","10,823","10,518","11,205","9,749","9,280","11,141","10,601","9,540","10,248","13,825","12,274","8,560","9,370"
"407","[P]","    Groupe Auchan","10,269","9,702","9,688","8,682","7,991","7,587","8,182","7,474","7,883","8,051","9,588","11,119","9,778","8,382","9,325"
"408","[P]","    BMW AG","8,415","10,291","10,871","9,428","10,000","10,172","9,169","10,216","8,749","9,706","8,896","8,866","7,498","7,156","9,187"
"409","[P]","    Portugal Telecom","7,456","9,277","9,976","10,357","10,653","8,939","7,680","7,811","7,169","7,270","7,131","6,334","6,525","7,863","9,181"
"410","[P](u)","    Grupo Televisa","8,952","8,233","9,605","8,608","9,688","10,077","9,555","10,605","9,758","10,387","10,211","9,102","9,107","9,016","9,135"
"411","[P]","    Spiegel Verlag","7,504","7,570","7,162","6,620","7,284","7,570","6,608","6,949","7,344","7,748","7,474","7,295","8,656","8,783","9,128"
"412","[P]","    RCS Media Group","31,003","29,734","29,846","29,548","30,166","28,071","25,387","25,266","26,966","29,353","28,994","9,102","8,689","8,593","9,120"
"413","[P]","    Mainichi Shimbun","11,659","10,690","12,058","11,374","12,155","11,688","11,351","11,477","10,565","9,938","9,933","10,310","10,145","8,237","9,060"
"414","[P](U)","    YAM.COM","6,819","6,390","7,254","9,006","9,597","9,391","8,991","9,577","9,194","8,918","8,614","8,926","8,785","8,218","8,962"
"415","[P](u)","    Live Nation Network","7,309","8,970","10,518","9,636","9,114","9,071","8,726","8,033","7,059","7,462","7,946","6,663","7,113","8,120","8,950"
"416","[P](U)","    MyLife.com Sites","12,711","12,657","12,380","12,561","12,227","10,885","11,921","11,523","9,985","9,854","9,156","9,354","10,142","8,180","8,908"
"417","[P](U)","    TV Guide Online Network","9,621","9,159","8,668","8,219","8,725","8,217","8,014","8,043","9,305","9,191","8,737","8,601","9,598","8,149","8,879"
"418","[P]","    IBM","6,032","6,916","7,213","5,491","7,014","6,306","5,888","6,595","8,059","7,508","9,158","9,760","7,646","6,735","8,877"
"419","[P](U)","    Lee Enterprises, Incorporated","7,520","8,868","9,906","7,684","7,561","7,885","8,808","9,364","8,429","8,599","8,554","8,375","9,161","8,351","8,875"
"420","[P](u)","    ROGERS","10,578","10,997","11,081","10,827","10,205","9,552","9,073","9,208","9,534","10,390","10,074","9,865","9,477","8,665","8,870"
"421","[P]","    CA.GOV","8,158","8,034","7,960","7,970","7,480","7,643","7,743","8,152","8,053","8,693","8,008","7,541","8,723","8,339","8,854"
"422","[P]","    Cite Media Holding Group","19,531","17,002","15,976","13,957","14,098","14,743","14,471","15,050","8,364","8,508","8,433","8,423","8,539","7,329","8,830"
"423","[P]","    Kingfisher","17,424","9,335","10,076","9,978","10,625","9,335","10,306","10,091","9,867","10,585","9,675","8,747","8,436","8,431","8,823"
"424","[P]","    Jabbar Internet Group","9,767","9,017","9,268","9,358","9,623","9,496","8,631","8,425","8,069","8,323","8,685","8,440","8,264","7,747","8,795"
"425","[P]","    Sankei Shimbun","9,545","8,943","9,755","9,258","9,644","9,748","10,597","10,744","10,138","9,295","8,853","9,735","8,795","7,948","8,789"
"426","[P]","    BNP Paribas","8,913","8,125","8,617","8,658","7,932","7,984","8,134","7,786","7,894","7,967","7,762","8,165","8,650","8,306","8,768"
"427","[P](U)","    NHL Network","4,528","4,059","4,262","4,587","5,953","2,833","3,537","1,580","1,674","1,548","1,338","1,281","4,623","4,667","8,748"
"428","[P]","    Limitedbrands","11,969","9,969","9,464","8,892","9,326","10,300","9,175","8,697","7,857","8,143","11,408","13,423","9,658","8,366","8,731"
"429","[P]","    KOOORA.COM","12,475","11,471","11,473","11,647","10,482","10,941","8,575","9,184","9,115","9,024","8,936","8,318","8,786","7,852","8,717"
"430","[P](u)","    GiantRealm","19,303","18,739","17,354","15,114","15,262","14,769","13,692","12,558","12,299","11,861","10,501","10,626","10,597","8,225","8,692"
"431","[P]","    ED.GOV","9,758","9,910","9,420","8,836","8,107","7,499","7,711","6,868","5,692","5,306","4,825","5,003","8,447","8,467","8,676"
"432","[P]","    Barclays Bank","9,409","9,982","10,180","8,462","8,422","8,460","8,728","9,304","9,706","10,306","10,352","10,439","10,312","7,445","8,636"
"433","[P]","    Virgin Media","9,215","8,000","8,169","8,736","9,705","8,945","8,580","8,068","8,028","8,247","8,573","7,865","8,929","7,344","8,620"
"434","[P]","    BEEMP3.COM","23,298","23,984","25,925","24,799","24,605","22,448","21,415","20,357","20,004","12,252","11,264","10,344","8,748","8,155","8,591"
"435","[P]","    NIKKEI","8,992","8,547","8,853","8,329","9,298","8,495","8,928","9,161","10,942","10,084","10,519","10,112","10,845","8,568","8,565"
"436","[P]","    Vuze Sites","11,462","11,624","11,442","11,182","11,305","10,940","10,795","10,324","9,959","9,355","10,522","9,179","8,833","8,107","8,562"
"437","[P]","    Avon Products Inc.","7,603","7,840","7,948","7,523","7,595","6,979","6,959","7,131","7,526","8,407","8,627","8,171","8,130","7,968","8,545"
"438","[P]","    LIVESCORE.COM","11,141","10,465","11,228","11,487","9,369","8,619","4,946","7,838","9,962","9,932","9,454","7,982","7,264","8,025","8,538"
"439","[P]","    China Economic Net","4,167","5,800","5,809","5,188","4,526","4,711","5,953","6,602","7,677","5,567","7,498","6,934","7,830","6,204","8,508"
"440","[P]","    TD Bank Financial Group","8,150","8,075","8,093","8,125","8,088","7,984","8,038","8,428","8,775","8,648","8,289","8,597","9,048","8,353","8,476"
"441","[P]","    Marriott","6,957","7,122","7,485","7,310","7,706","7,544","7,839","8,297","8,101","7,667","7,094","6,471","7,389","7,223","8,430"
"442","[P]","    Walgreen Co.","6,700","6,140","6,091","6,653","6,629","6,989","6,794","7,586","7,998","7,837","8,281","10,494","8,432","7,095","8,421"
"443","[P]","    Getty Images, Inc","8,123","6,763","7,485","7,049","7,415","6,648","6,675","6,866","7,510","8,150","8,031","7,424","8,850","8,255","8,418"
"444","[P]","    VEOH.COM","11,814","11,609","12,062","10,352","10,003","10,294","9,924","9,908","8,625","8,272","8,345","8,909","8,584","7,890","8,401"
"445","[P]","    Asahi Shimbun","9,931","8,450","9,232","9,976","9,000","9,514","10,418","12,088","10,548","9,886","9,247","9,903","10,891","8,261","8,365"
"446","[P]","    Ryanair","8,911","7,999","8,700","9,271","9,296","9,968","10,133","9,235","8,601","8,260","7,048","6,385","8,426","7,430","8,304"
"447","[P]","    MAPBAR.COM","7,094","6,226","7,010","6,268","6,007","6,182","7,186","7,704","8,643","9,002","8,709","8,367","8,007","5,971","8,265"
"448","[P]","    Intel","8,017","7,027","8,228","8,795","10,958","8,030","7,067","9,478","15,202","8,716","8,820","11,827","6,795","5,881","8,264"
"449","[P]","    Acer Inc.","11,846","10,589","10,948","10,314","9,954","8,845","10,028","9,001","8,434","7,984","9,889","9,248","8,391","7,916","8,221"
"450","[P]","    H&R Block","11,844","21,544","6,435","4,331","615","555","693","548","567","784","905","1,089","6,474","11,317","8,192"
"451","[P]","    Citrix Systems, Inc.","6,215","6,261","6,459","6,083","6,339","6,044","6,521","7,342","7,323","7,311","7,167","6,785","8,275","7,430","8,187"
"452","[P]","    Match.com Sites","11,483","10,781","10,469","10,034","9,572","9,710","9,909","10,163","9,553","9,115","8,210","8,423","9,290","8,412","8,170"
"453","[P]","    CITY-DATA.COM","8,046","7,836","8,266","8,307","8,764","8,936","9,407","8,144","7,844","8,161","7,233","6,859","8,554","7,863","8,169"
"454","[P]","    Panasonic Group","8,432","7,664","9,454","7,439","8,235","8,115","7,164","7,317","6,631","7,196","7,719","8,376","7,720","6,163","8,168"
"455","[P]","    XICI.NET","9,842","12,069","8,542","7,321","6,749","6,934","8,173","8,662","9,271","8,644","8,338","8,460","8,566","6,182","8,148"
"456","[P]","    Twenga","5,928","6,479","7,544","7,639","9,005","8,137","7,862","6,077","6,897","6,703","8,061","9,976","9,697","7,419","8,116"
"457","[P](u)","    Dogan Online","9,912","9,150","9,232","10,078","10,795","9,906","10,091","9,979","10,271","9,841","9,533","10,460","10,331","7,899","8,105"
"458","[P]","    Amadeus Global Travel Distribution","13,734","12,320","14,004","12,485","13,309","13,995","15,569","9,044","8,145","7,901","6,972","7,153","9,125","7,425","8,099"
"459","[P]","    IKM Internet Kaufmarkt","8,178","8,209","7,885","7,299","8,638","8,107","8,521","8,359","8,976","9,459","9,060","7,936","8,548","7,822","8,063"
"460","[P]","    eMule (App)","20,362","19,099","16,926","15,092","14,405","13,337","12,999","12,147","10,978","10,442","9,925","9,606","8,865","7,677","8,024"
"461","[P]","    ORBITDOWNLOADER.COM","2,346","2,186","2,745","4,310","4,506","4,301","4,713","4,550","7,531","8,531","8,359","8,119","7,721","7,729","8,005"
"462","[P]","    Coupons, Inc.","7,539","7,053","6,732","6,274","6,307","6,796","6,595","6,663","7,084","7,415","7,947","7,745","7,621","6,655","7,981"
"463","[P]","    Hilton Hotels","7,957","6,826","6,972","6,647","7,587","7,637","7,760","8,271","6,835","6,842","6,590","6,145","7,822","7,297","7,957"
"464","[P]","    Societe Generale","9,473","8,929","8,714","7,975","8,621","8,808","8,398","8,454","8,792","8,643","8,549","8,161","8,590","7,666","7,947"
"465","[P]","    WebMediaBrands Inc.","8,130","8,293","8,562","8,069","8,272","7,477","7,417","7,524","8,337","8,041","7,477","6,960","7,847","6,581","7,803"
"466","[P]","    Arcandor AG","8,959","7,774","8,242","8,102","8,060","7,000","7,525","6,489","7,503","8,128","7,785","7,514","7,650","6,229","7,798"
"467","[P]","    NHK Group","9,992","8,858","8,737","9,762","9,852","10,769","11,007","11,110","11,098","9,352","8,945","11,742","9,972","8,364","7,710"
"468","[P]","    MONOGRAFIAS.COM","7,180","10,017","11,920","9,657","11,757","9,296","6,568","7,867","9,395","10,106","9,649","5,436","5,541","6,705","7,688"
"469","[P](U)","    Belo","8,511","7,201","7,228","7,661","7,775","7,007","6,996","7,607","7,060","7,392","6,936","7,360","8,934","7,878","7,680"
"470","[P]","    Discover Financial Services","6,253","6,106","5,929","6,169","5,954","6,386","6,675","7,181","6,818","7,547","6,671","7,906","8,376","6,644","7,639"
"471","[P]","    Delta Airlines","6,566","6,358","6,935","6,295","6,576","6,965","7,289","7,711","6,922","7,167","6,681","6,699","7,599","6,940","7,606"
"472","[P]","    Intelius","11,487","11,030","11,039","9,579","10,338","9,730","9,411","8,722","7,825","7,948","7,646","8,255","8,547","6,974","7,566"
"473","[P](u)","    General Mills","7,805","7,125","6,764","6,578","6,237","5,619","6,966","6,913","8,260","9,241","9,756","10,334","7,869","6,909","7,565"
"474","[P]","    CANALBLOG.COM*","9,386","9,653","9,625","9,555","10,392","9,398","8,449","8,166","7,807","8,319","8,463","8,946","8,044","6,916","7,561"
"475","[P]","    METEOFRANCE.COM","6,326","9,026","5,858","7,675","9,000","8,731","9,143","7,495","6,542","6,354","5,341","6,637","8,464","6,523","7,541"
"476","[P]","    51.COM","8,016","8,237","8,447","4,426","4,737","5,533","9,918","16,218","17,439","10,798","10,966","7,355","8,168","5,512","7,512"
"477","[P]","    News Interactive Pty Limited","7,599","7,724","10,219","10,136","10,422","9,692","9,861","8,453","7,689","7,739","7,725","8,172","8,089","6,965","7,508"
"478","[P]","    Deutsche Bahn","6,887","6,572","6,971","7,265","7,300","7,206","8,108","8,297","7,839","7,855","7,110","7,715","7,346","6,819","7,495"
"479","[P]","    KaiserGames GmbH","9,060","8,489","8,007","7,591","7,441","8,011","7,942","7,697","6,509","6,553","6,106","6,872","7,294","6,646","7,489"
"480","[P]","    EZINEARTICLES.COM","8,214","8,087","8,394","7,741","10,928","8,070","7,236","7,227","7,034","7,443","6,664","5,695","6,273","6,758","7,479"
"481","[P]","    Eniro Sites","8,922","7,881","8,392","7,743","8,083","6,747","7,046","7,705","7,693","7,787","7,647","7,487","7,788","7,086","7,478"
"482","[P]","    MADE-IN-CHINA.COM","7,970","8,693","9,159","7,901","8,229","7,102","7,072","6,723","6,762","7,356","7,248","6,844","7,565","5,881","7,470"
"483","[P](U)","    Channel4","8,461","7,655","8,051","7,152","6,924","6,626","6,543","6,682","7,271","8,301","8,229","7,972","8,307","7,234","7,444"
"484","[P]","    EUROPA.EU","7,527","7,303","7,576","6,785","7,579","6,345","5,558","5,097","6,602","7,684","7,281","6,335","7,326","7,111","7,440"
"485","[P]","    Unilever","5,068","5,898","5,745","6,520","6,388","7,725","7,488","7,240","6,384","6,995","7,202","5,707","4,806","5,217","7,416"
"486","[P](u)","    Hollywood.com Sites","8,708","8,913","8,665","7,508","7,418","7,597","8,714","9,110","6,925","8,908","7,733","9,217","8,305","6,958","7,371"
"487","[P]","    British Telecommunications","6,676","6,676","6,814","6,807","6,861","6,682","7,033","6,854","6,778","6,969","6,746","6,480","7,273","6,495","7,371"
"488","[P]","    Gurunavi","7,069","7,130","7,705","6,606","6,761","6,418","6,837","7,284","6,831","6,607","7,668","8,271","7,297","6,829","7,368"
"489","[P]","    Moneysupermarket.com Financial Group","4,069","3,596","4,124","4,092","4,426","4,226","4,783","4,222","3,861","3,666","3,303","2,980","8,204","7,081","7,338"
"490","[P]","    NERO.COM","8,141","7,343","7,591","7,232","7,745","7,348","8,304","8,133","9,288","6,354","6,201","6,874","6,394","5,572","7,302"
"491","[P]","    Hutchison Whampoa","6,990","6,620","7,093","6,680","7,461","6,972","6,760","7,020","7,528","7,207","7,761","8,142","6,956","6,618","7,281"
"492","[P](u)","    Telegraaf Media Groep","6,301","8,827","8,948","8,821","8,763","8,319","7,753","7,662","7,451","7,358","7,178","7,212","7,229","6,858","7,245"
"493","[P]","    SONGS.PK","6,891","7,089","6,877","7,747","7,146","7,339","7,454","6,626","6,883","7,617","7,151","7,131","6,624","6,710","7,211"
"494","[P]","    American Airlines","5,810","5,453","6,144","5,775","6,117","5,698","5,913","6,536","6,271","6,504","6,390","5,974","6,996","6,354","7,184"
"495","[P]","    COOKPAD.COM","6,502","7,648","7,056","6,813","7,063","6,830","6,953","6,793","7,105","7,075","7,093","7,171","7,120","6,993","7,183"
"496","[P]","    DIRECT.GOV.UK","9,501","8,979","9,131","8,390","8,967","8,708","8,965","8,632","9,222","7,786","5,154","5,053","6,434","6,199","7,144"
"497","[P]","    Vector Inc.","11,436","11,021","10,591","9,691","10,329","10,247","9,457","7,569","7,608","6,970","6,578","7,151","7,387","6,674","7,111"
"498","[P](U)","    Trader Media Group","6,982","6,765","6,967","6,933","6,764","6,546","6,717","7,149","7,388","7,161","6,597","5,745","7,122","6,747","7,107"
"499","[P]","    KPN","7,511","7,685","8,626","7,748","8,378","8,258","7,775","7,169","8,219","8,382","7,545","7,795","7,689","7,234","7,080"
"500","[P]","    InterContinental Hotels Group","6,263","6,491","7,142","6,558","6,826","7,753","7,912","7,443","6,634","7,025","5,961","6,383","6,335","5,980","7,040"
"501","[P]","    Gruppo Mediaset","10,245","11,043","12,161","12,301","6,273","4,989","4,311","3,937","5,134","5,619","5,594","6,219","6,765","6,944","7,033"
"502","[P]","    ForumCommunity","8,187","8,447","8,700","8,567","8,572","7,954","7,995","7,614","8,114","8,042","8,242","10,322","7,647","6,499","7,018"
"503","[P]","    CSDN.NET Sites","8,473","9,484","7,995","5,871","6,542","6,305","7,676","6,988","6,477","6,916","7,371","7,554","6,818","4,859","6,974"
"504","[P]","    M5ZN.COM","10,184","9,476","8,143","9,025","9,557","8,419","7,467","7,783","7,171","6,568","6,420","6,474","6,867","6,060","6,964"
"505","[P](u)","    ITV Sites","5,387","5,558","5,817","6,836","6,760","5,913","5,978","6,099","7,093","8,262","7,737","6,716","6,917","6,052","6,948"
"506","[P]","    Take 2 Interactive","6,485","5,894","6,175","5,958","7,314","7,248","6,626","7,184","5,814","6,516","7,557","6,802","7,057","5,954","6,928"
"507","[P]","    Gruppo Editoriale Espresso","7,005","7,261","6,848","6,598","6,830","6,209","5,758","5,706","6,231","6,477","6,273","6,221","6,438","6,879","6,911"
"508","[P]","    52PK.COM","8,552","8,361","7,808","7,742","6,001","6,744","8,516","7,448","6,501","6,619","6,273","7,033","7,627","6,835","6,904"
"509","[P]","    8684.CN","4,831","5,864","5,072","4,814","4,519","4,823","5,669","6,010","6,580","6,210","6,085","6,646","7,662","5,177","6,901"
"510","[P]","    United Business Media","5,438","5,422","6,021","5,640","5,311","5,887","5,739","5,563","5,844","6,593","6,452","5,515","6,237","5,826","6,874"
"511","[P]","    PANDORA.TV","9,747","9,227","8,964","8,393","8,411","8,303","7,949","9,466","9,006","7,501","8,701","8,177","8,803","6,962","6,852"
"512","[P]","    WILEY.COM","5,242","5,782","6,156","6,095","5,882","4,615","4,073","4,084","5,149","6,102","6,056","4,974","5,542","5,722","6,808"
"513","[P]","    EasyGroup","7,726","6,825","7,662","7,132","7,256","7,005","7,352","6,445","7,180","6,956","6,490","5,191","8,090","6,309","6,798"
