"Multi-Country Media Trend","","","Geography :: Worldwide, Non-US, Middle East - Africa, Asia Pacific, Europe, Latin America, North America, Argentina, Australia, Austria...","","","","","","My Metrix"
"Wikimedia Foundation Sites","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: February 2011 - April 2012","","","","","",""
"","","","Target :: Persons 15+","","","","","",""
"","","","Media :: Wikimedia Foundation Sites","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 5/29/2012","","","","","",""

"","","[P] Wikimedia Foundation Sites","","","","","","","","","","","","",""
"","","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012"
"1","    World-Wide","379,415","400,011","380,716","411,061","399,362","393,543","422,779","454,529","476,627","474,723","457,063","482,157","475,699","489,402","473,380"
"2","    Non-US","311,738","330,926","315,006","341,709","331,042","321,688","347,243","374,873","394,382","394,226","376,599","396,938","392,163","406,814","391,797"
"3","    Europe","150,775","156,913","149,211","161,311","153,883","146,724","152,109","166,505","176,918","178,580","173,496","184,668","179,385","180,827","176,376"
"4","    Asia Pacific","77,468","80,997","77,891","84,666","86,539","90,378","97,661","102,341","106,128","105,296","103,851","108,186","105,783","110,909","104,524"
"5","    North America","80,038","81,918","78,234","82,081","80,753","83,859","88,277","93,193","96,252","94,689","94,413","99,821","98,049","97,001","96,664"
"6","    United States","67,677","69,084","65,710","69,353","68,320","71,855","75,535","79,656","82,245","80,497","80,464","85,219","83,537","82,588","81,583"
"7","    Latin America","41,411","47,583","45,108","49,095","47,203","42,700","52,983","56,613","57,210","56,544","45,235","47,386","51,425","58,584","55,227"
"8","    Middle East - Africa","29,722","32,599","30,272","33,908","30,985","29,882","31,749","35,877","40,119","39,614","40,068","42,097","41,056","42,081","40,589"
"9","    Japan","31,516","32,678","31,453","34,292","34,617","36,608","38,562","39,203","40,481","39,705","38,353","41,038","40,107","41,013","39,626"
"10","    Germany","22,793","23,135","21,599","24,063","23,909","23,428","23,983","24,897","25,394","25,790","25,116","26,869","25,607","25,655","24,970"
"11","    Russian Federation","16,607","18,084","18,079","19,307","17,840","16,819","16,961","19,517","21,005","21,630","22,057","23,492","23,666","24,824","23,815"
